id,list_id,titre,prix,devise,ville,secteur,localisation,marque,modele,annee,kilometrage,carburant,boite_vitesses,puissance_fiscale,etat,origine,premiere_main,nombre_portes,equipements,vendeur,type_vendeur,telephone,date_publication,description,url
77069495,57613821,Audi A6 Diesel Automatique 2021 à Marrakech,,,Marrakech,Centre Ville,"Marrakech, Centre Ville",Audi,A6,2021,110000,Diesel,Automatique,8 CV,Excellent,WW au Maroc,,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",NMR GENERAL,shop,0606522801,2026-05-24T18:28:24Z,Audi A 6 2021,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Audi_A6_Diesel_Automatique_2021_à_Marrakech_57613821.htm
77449656,57967629,Nissan QashQai,215000,DH,Agadir,Hay Mohammadi,"Agadir, Hay Mohammadi",Nissan,Qashqai,2019,52000,Diesel,Manuelle,6 CV,Excellent,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",Oussama Benc,private,0701170317,2026-05-24T18:28:00Z,"Voiture très propre, 0 retouches, 1 ere main avec un très faible kilométrage. aucun frais à prévoir ✅",https://www.avito.ma/fr/hay_mohammadi/voitures_d_occasion/Nissan_QashQai_57967629.htm
65208777,49337126,MG3 ESSENCE 50.000 KLM 1 ER MAIN ✋️,79000,DH,Casablanca,Sidi Maarouf,"Casablanca, Sidi Maarouf",MG,MG3,2016,50000,Essence,Manuelle,8 CV,Excellent,WW au Maroc,Oui,5,"ABS, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques",Auto Simo,shop,0616958548,2026-05-24T18:21:23Z,"Voiture en excellent état jamais accidentée, première main ✋️, peinture d’origine, essence ⛽️, 8 ch, vignette à 650 dh, 50.000 km, clim, jantes aluminium avec pneus neufs, ordinateur de bord, radio CD MP3 aux USB, 2 clés, commande à distance, vitres électriques, airbag, radar de recul, verrouillage électrique enfant, accoudoirs central, antibrouillard, phares directionnels xénon, barre de toit.....",https://www.avito.ma/fr/sidi_maarouf/voitures_d_occasion/MG3_ESSENCE_50_000_KLM_1_ER_MAIN____49337126.htm
76926086,57480967,Mercedes-Benz Classe GLE Hybride Automatique 2026,,,Casablanca,Anfa,"Casablanca, Anfa",Mercedes-Benz,Classe GLE,2026,0,Hybride,Automatique,8 CV,Excellent,Importée neuve,,,,Luxury Auto,shop,0661212319,2026-05-24T18:22:30Z,Luxury Auto met en vente Mercedes-Benz GLE 350 de 4MATIC AMG Line Coupé Manufacture(Importée neuve) 2026 avec beaucoup d’options intéressantes.,https://www.avito.ma/fr/anfa/voitures_d_occasion/Mercedes_Benz_Classe_GLE_Hybride_Automatique_2026_57480967.htm
77220584,57756636,MERCEDES CLASSE S 500 V8 COLLECTION,220000,DH,Marrakech,Massar,"Marrakech, Massar",Mercedes-Benz,Classe SL,1999,120000,Essence,Automatique,25 CV,Excellent,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",SELECT GARANTIE,shop,0661241230,2026-05-24T18:22:49Z,"Je mets en vente une Mercedes Classe S 500 V8 de collection en excellent état. - Kilométrage : 120 000 km - Jantes aluminium - Airbags - Système de navigation/GPS - Sièges cuir - Radar de recul et caméra de recul - Toit ouvrant - ESP, ABS - Vitres électriques - Régulateur et limiteur de vitesse - CD/MP3/Bluetooth - Ordinateur de bord - Verrouillage centralisé à distance - Première main, WW au Maroc Contactez-moi pour plus d'informations.",https://www.avito.ma/fr/massar/voitures_d_occasion/MERCEDES_CLASSE_S_500_V8_COLLECTION_57756636.htm
77440688,57959947,BMW iX Électrique Automatique 2026 à Casablanca,830000,DH,Casablanca,Ain Sebaa,"Casablanca, Ain Sebaa",BMW,iX,2026,10,Electrique,Automatique,17 CV,Excellent,,,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Smeia - BMW Occasion,shop,0761613827,2026-05-24T18:23:08Z,Possibilité de reprise. Possibilité de leasing. Prix catalogue : 1.220.000 Dh. Voiture jamais immatriculée.,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/BMW_iX_Électrique_Automatique_2026_à_Casablanca_57959947.htm
76639616,57221916,Volkswagen Touran Diesel Automatique 2021,,,Casablanca,Aïn Chock,"Casablanca, Aïn Chock",Volkswagen,Touran,2021,120000,Diesel,Automatique,8 CV,Excellent,Dédouanée,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",AUTO BABA HAFID,shop,0610385930,2026-05-24T18:23:20Z,"Bonjour, Je mets en vente ma voiture Touran 7 places Diesel 2021 dédouanée 2025 automatique Full option lmli7 li bgha marhba ,",https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Volkswagen_Touran_Diesel_Automatique_2021_57221916.htm
77398325,57920515,Audi Q8 4.5 Quattro finition S-Line Diesel 2020,650000,DH,Casablanca,Maarif,"Casablanca, Maarif",Audi,Q8,2020,115000,Diesel,Automatique,12 CV,Excellent,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",slaoui othman,private,0661183151,2026-05-24T16:58:01Z,"Je vends une Audi Q8 4.5 Quattro TDI de 2020 en excellent état, première main. - Kilométrage : 115 000 km (Principalement de l'autoroute) - Carburant : Diesel - Boîte de vitesses : Automatique - Puissance fiscale : 12 CV - Jantes aluminium - Airbags - Climatisation - Système de navigation GPS - Toit ouvrant - Sièges en cuir - Radar et caméra de recul - Vitres électriques - ABS, ESP - Régulateur et limiteur de vitesse - Verrouillage centralisé à distance - Ordinateur de bord - CD/MP3/Bluetooth - Nombre de portes : 5 - Origine : WW au Maroc Contactez-moi pour plus d'informations.",https://www.avito.ma/fr/maarif/voitures_d_occasion/Audi_Q8_4_5_Quattro_finition_S_Line_Diesel_2020_57920515.htm
77394596,57917010,Renault Kadjar,210000,DH,Casablanca,Aïn Chock,"Casablanca, Aïn Chock",Renault,Kadjar,2022,95900,Diesel,Automatique,6 CV,Excellent,WW au Maroc,Non,5,,Voitures particuliers certifiées,shop,0663232114,2026-05-24T17:48:52Z,"• avito / moteur.ma vous propose : Renault - Kadjar - Diesel 95923 km - Année 2022 à vendre. • Véhicule en excellent état • La voiture a été expertisée suivant plus de 50 points de contrôles. • Le rapport d’expertise détaillé est disponible sur demande, garantissant la qualité et la fiabilité du véhicule. • Le financement est disponible auprès de Wafasalaf Veuillez nous contacter pour plus d'informations ou pour voir le véhicule.",https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Renault_Kadjar_57917010.htm
77304824,57834235,Dacia Duster Diesel Manuelle 2021 à Marrakech,169000,DH,Marrakech,,Marrakech,Dacia,Duster,2021,109000,Diesel,Manuelle,6 CV,Excellent,WW au Maroc,Non,5,"Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",brahim,private,0664218171,2026-05-23T21:17:42Z,Dacia Duster Modèle 2021 109000 KM 4 pneus neufs 2 clés originales Climatisation Très propre Carte grise à mon nom,https://www.avito.ma/fr/marrakech/voitures_d_occasion/Dacia_Duster_Diesel_Manuelle_2021_à_Marrakech_57834235.htm
77240037,57774610,RENAULT CLIO 4 AUTOMATIQUE,,,Agadir,Autre secteur,"Agadir, Autre secteur",Renault,Clio,2021,93000,Diesel,Automatique,6 CV,Très bon,WW au Maroc,Non,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",FADISSA AUTO,shop,0606224130,2026-05-24T18:24:31Z,Renault clio 4 automatique modèle 2021 kilométrage 93000 la voiture jamais accidenté,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/RENAULT_CLIO_4_AUTOMATIQUE_57774610.htm
77449645,57967619,BMW Série 3 Diesel,185000,DH,Casablanca,2 Mars,"Casablanca, 2 Mars",BMW,Série 3,2017,160000,Diesel,Automatique,8 CV,Très bon,WW au Maroc,Non,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",aziz,private,0701119056,2026-05-24T18:25:44Z,"BMW Série 3 modèle 2017, kilométrage 160000km, jamais accidentée. J'accepte les reprises. Disponible à Casablanca. Pour plus d'informations, appelez.",https://www.avito.ma/fr/2_mars/voitures_d_occasion/BMW_Série_3_Diesel_57967619.htm
77179203,57718026,Mercedes-Benz Classe A Diesel Automatique 2021,,,Agadir,Extension Dakhla,"Agadir, Extension Dakhla",Mercedes-Benz,Classe A,2021,110000,Diesel,Automatique,8 CV,Très bon,Dédouanée,Oui,5,,Abd,private,0662423951,2026-05-24T18:26:07Z,"Je mets en vente une Mercedes-Benz Classe A Diesel Automatique de 2021, en très bon état et prête à prendre la route. - Kilométrage : 110 000 km - Marque : Mercedes-Benz - Modèle : Classe A 2021 Automatique Dédouanée 2025 N'hésitez pas à me contacter pour plus d'informations.",https://www.avito.ma/fr/extension_dakhla/voitures_d_occasion/Mercedes_Benz_Classe_A_Diesel_Automatique_2021_57718026.htm
76730840,57303131,Dacia Logan 1.5 dCi 95 Essentiel,138000,DH,Casablanca,Ain Sebaa,"Casablanca, Ain Sebaa",Dacia,Logan,2025,23000,Essence,Manuelle,6 CV,Très bon,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",otoclic casablanca,shop,0660449955,2026-05-24T18:21:58Z,"Otoclic, la meilleure adresse d'achat et de vente de voitures et véhicules d'occasion, vous propose une voiture de première main en excellent état, mise en circulation en 2025, bien entretenue, affiche un faible kilométrage réel et dispose de la majorité des options de sa gamme. L'acheteur peut visiter et vérifier la voiture dans notre showroom Otoclic en toute transparence et toute confiance. Les services Otoclic sont : Rachat de votre ancienne voiture d'occasion avec un bon prix Vente de voiture d'occasion avec le juste prix du marché, Dépôt de vente, Plusieurs solutions de financement de votre voiture, Jusqu'à 6 mois de garantie, Satisfait ou remboursé, Plusieurs formules d'assurance, Prise en charge des démarches administratives, Service après-vente, Reprise en moins de 2 heures, Otoclic achetez et vendez votre voiture en toute confiance.",https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Dacia_Logan_1_5_dCi_95_Essentiel_57303131.htm
77449636,57967611,Opel Astra cosmo,,,Safi,Lamiaa,"Safi, Lamiaa",Opel,Astra,2011,200000,Diesel,Manuelle,7 CV,Bon,WW au Maroc,Non,5,"ABS, Airbags, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Régulateur de vitesse, Vitres électriques",youssef,private,0695926225,2026-05-24T18:22:01Z,"Opel Astra cosmo diesel modèle 2011 toutes options, climatisation, vitres électriques, régulateur et limiteur de vitesse frein à main électrique la voiture en bon état",https://www.avito.ma/fr/lamiaa/voitures_d_occasion/Opel_Astra_cosmo_57967611.htm
77449642,57967617,Jeep Cherokee Diesel Automatique 2015 à Tanger,170000,DH,Tanger,Charf,"Tanger, Charf",Jeep,Cherokee,2015,145000,Diesel,Automatique,8 CV,Très bon,WW au Maroc,Oui,5,,Mohamed,private,0624015411,2026-05-24T18:23:01Z,"Jeep Cherokee diesel première main, toujours propre...",https://www.avito.ma/fr/charf/voitures_d_occasion/Jeep_Cherokee_Diesel_Automatique_2015_à_Tanger_57967617.htm
75294642,56070066,Peugeot 3008 GT 2023❤️‍🔥,,,Rabat,Autre secteur,"Rabat, Autre secteur",Peugeot,3008,2023,60000,Diesel,Automatique,8 CV,Excellent,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",MiCHA❣️,shop,0621866646,2026-05-24T18:22:07Z,Salut Si vous êtes intéressé contactez moi.,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Peugeot_3008_GT_2023______56070066.htm
76770899,57338563,BMW Série 3 Diesel Automatique 2019 à Marrakech,318000,DH,Marrakech,Hay Al Hassani,"Marrakech, Hay Al Hassani",BMW,Série 3,2019,165000,Diesel,Automatique,8 CV,Très bon,WW au Maroc,Oui,5,"ABS, Airbags, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",auto l marrakchi,shop,0604210473,2026-05-24T18:20:52Z,BMW Série 3 Diesel Automatique Modèle 11/2019 118d,https://www.avito.ma/fr/hay_al_hassani/voitures_d_occasion/BMW_Série_3_Diesel_Automatique_2019_à_Marrakech_57338563.htm
77449629,57967603,Voiture Corolla d'occasion,68000,DH,Agadir,,Agadir,Toyota,Corolla,2007,380,Diesel,Manuelle,8 CV,Très bon,WW au Maroc,Non,5,Climatisation,simohamed,private,0650051101,2026-05-24T18:20:01Z,"Pour les personnes intéressées, bienvenue",https://www.avito.ma/fr/agadir/voitures_d_occasion/Voiture_Corolla_d_occasion_57967603.htm
77441530,57960678,Ford Kuga Diesel Manuelle 2014 à Fès,138000,DH,Fès,Centre,"Fès, Centre",Ford,Kuga,2014,180000,Diesel,Manuelle,8 CV,Excellent,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques",GARAGE BENJELLOUN ATLAS,shop,0661103208,2026-05-24T18:19:59Z,Une très très belle Ford Kuga toute option première main très très bonne état si vous êtes intéressé contactez nous Fès,https://www.avito.ma/fr/centre/voitures_d_occasion/Ford_Kuga_Diesel_Manuelle_2014_à_Fès_57960678.htm
77324817,57852665,Volkswagen Touareg Diesel Automatique 2022,,,Agadir,El Houda,"Agadir, El Houda",Volkswagen,Touareg,2022,84000,Diesel,Automatique,12 CV,Excellent,,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",AUTO AL WAFA,shop,0620267148,2026-05-24T18:19:37Z,"Je vends une Volkswagen Touareg de 2022 en excellent état. - Kilométrage : 84 000 km - Carburant : Diesel - Boîte de vitesses : Automatique - Puissance fiscale : 12 CV - Première main - Jantes aluminium - Airbags - Climatisation - Système de navigation GPS - Radar de recul - Caméra de recul - Sièges en cuir - Vitres électriques - ABS, ESP - Régulateur et limiteur de vitesse - Lecteur CD MP3 Bluetooth - Verrouillage centralisé à distance - Ordinateur de bord - 5 portes Contactez-moi pour plus d'informations.",https://www.avito.ma/fr/el_houda/voitures_d_occasion/Volkswagen_Touareg_Diesel_Automatique_2022_57852665.htm
77449630,57967604,Renault Megane 2022 automatique,183000,DH,Marrakech,,Marrakech,Renault,Megane,2022,150000,Diesel,Automatique,6 CV,Excellent,WW au Maroc,Non,5,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",Osso,private,0713275328,2026-05-24T18:20:11Z,Voiture Renault Megane 4 explore automatique 2022 jamais accidenté très confortable économique en consommation pour plus d’informations contactez-moi . appel/whatsapp,https://www.avito.ma/fr/marrakech/voitures_d_occasion/Renault_Megane_2022_automatique_57967604.htm
77449626,57967606,Opel Astra Essence,,,Skhirat,Imarat,"Skhirat, Imarat",Opel,Astra,2011,180,Essence,Manuelle,8 CV,Très bon,WW au Maroc,Non,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques",Simo Simo,private,0715673368,2026-05-24T18:20:25Z,"Opel Astra Essence Modèles fin 2010/12, toutes options, jamais accidenté, propre et en bon état.",https://www.avito.ma/fr/imarat/voitures_d_occasion/Opel_Astra_Essence_57967606.htm
76786495,57352470,Range Rover evoque diesel automatique 2020,,,Agadir,El Houda,"Agadir, El Houda",Land Rover,Range Rover Evoque,2020,100000,Diesel,Automatique,8 CV,Excellent,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Auto Pro,shop,0662367913,2026-05-24T18:18:39Z,"Evoque : bien entretenu à la maison, très bon état, toutes options, 4 pneus neufs. Plus un jeu de plaquettes de frein changé. Km certifiés 100 000.",https://www.avito.ma/fr/el_houda/voitures_d_occasion/Range_Rover_evoque_diesel_automatique_2020_57352470.htm
77256584,57790167,Mercedes-Benz Classe CLA Diesel Automatique 2021,325000,DH,Casablanca,,Casablanca,Mercedes-Benz,Classe CLA,2021,99000,Diesel,Automatique,8 CV,Très bon,WW au Maroc,,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",Hafssa Mandri,private,0662100915,2026-05-24T18:21:44Z,Je mets en vente ma voiture Mercedes CLA 200 en très bon état,https://www.avito.ma/fr/casablanca/voitures_d_occasion/Mercedes_Benz_Classe_CLA_Diesel_Automatique_2021_57790167.htm
